Sim	N	K	p	q	r	successRate	nGen	nEggs
152	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
153	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
154	100.0	200.0	0.33	0.33	0.33	0.37	100.0	400.0
155	100.0	200.0	0.33	0.33	0.33	0.241	100.0	400.0
156	100.0	200.0	0.33	0.33	0.33	0.243	100.0	400.0
157	100.0	200.0	0.33	0.33	0.33	0.243	100.0	400.0
158	100.0	200.0	0.33	0.33	0.33	0.243	100.0	400.0
159	100.0	200.0	0.33	0.33	0.33	0.243	100.0	400.0
160	100.0	200.0	0.18	0.24	0.58	0.243	100.0	400.0
161	100.0	200.0	0.18	0.24	0.58	0.243	100.0	400.0
162	100.0	200.0	0.18	0.24	0.58	0.243	100.0	400.0
163	100.0	200.0	0.18	0.24	0.58	0.243	100.0	400.0
164	100.0	200.0	0.18	0.24	0.58	0.243	100.0	400.0
165	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
166	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
167	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
168	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
168	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
169	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
170	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
171	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
172	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
173	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
174	200.0	250.0	0.18	0.24	0.58	0.243	100.0	400.0
175	20.0	50.0	0.18	0.24	0.58	0.243	50.0	400.0
176	20.0	50.0	0.18	0.24	0.58	0.243	50.0	400.0
177	20.0	50.0	0.18	0.24	0.58	0.243	50.0	400.0
178	20.0	50.0	0.18	0.24	0.58	0.243	50.0	400.0
179	20.0	50.0	0.18	0.24	0.58	0.243	50.0	400.0
180	20.0	50.0	0.18	0.24	0.58	0.243	50.0	400.0
181	20.0	50.0	0.18	0.24	0.58	0.243	50.0	400.0
182	20.0	50.0	0.18	0.24	0.58	0.243	50.0	400.0
183	20.0	50.0	0.18	0.24	0.58	0.243	50.0	400.0
184	100.0	200.0	0.18	0.24	0.58	0.243	100.0	400.0
185	100.0	200.0	0.18	0.24	0.58	0.243	100.0	400.0
